리뷰ID,작성일,채널,상품코드,상품명,사이즈,평점,리뷰유형,부정키워드,리뷰내용
RV00495,2026-08-01,오늘의집,SB-M-DFC-SS,딥플로우 컴포트 매트리스,SS,4,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00496,2026-08-01,쿠팡 로켓,SB-M-EVR-S,이브닝 리버서블 매트리스,S,4,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00497,2026-08-01,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,3,포토리뷰,배송지연,배송이 예정일보다 일주일 늦었어요
RV00498,2026-08-02,오늘의집,SB-M-ORG-SS,오리지널 매트리스 미디엄 소프트,SS,3,일반리뷰,커버,커버 지퍼가 뻑뻑합니다
RV00499,2026-08-02,쿠팡 로켓,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,4,일반리뷰,,설치기사님 친절하셨습니다
RV00500,2026-08-02,네이버 브랜드스토어,SB-T-MAX-Q,맥시멈 토퍼 매트리스,Q,3,포토리뷰,꺼짐,누운 자리가 눌린 채로 안 돌아옵니다
RV00501,2026-08-02,오늘의집,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,5,포토리뷰,,가격 대비 만족도 높습니다
RV00502,2026-08-02,오늘의집,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,4,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00503,2026-08-03,쿠팡 로켓,SB-MO-MBL-Q,모션 밸런스드 매트리스,Q,5,포토리뷰,,설치기사님 친절하셨습니다
RV00504,2026-08-03,오늘의집,SB-M-EVR-S,이브닝 리버서블 매트리스,S,2,포토리뷰,단단함,미디엄이라고 했는데 하드에 가깝습니다
RV00505,2026-08-03,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,포토리뷰,,아이 방에 놨는데 만족합니다
RV00506,2026-08-03,네이버 브랜드스토어,SB-MO-EVM-Q,이브닝 모션 매트리스,Q,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00507,2026-08-03,네이버 브랜드스토어,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00508,2026-08-03,자사몰,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00509,2026-08-03,쿠팡 로켓,SB-A-DPM,딥뮤트 수면안대,단일,4,포토리뷰,,배송이랑 설치 다 깔끔했어요
RV00510,2026-08-03,자사몰,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,3,일반리뷰,커버,커버 세탁 후 수축이 있었어요
RV00511,2026-08-03,네이버 브랜드스토어,SB-M-EVS-K,이브닝 스타릿 매트리스,K,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00512,2026-08-03,오늘의집,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,5,일반리뷰,,남편도 저도 잘 자요
RV00513,2026-08-04,쿠팡 로켓,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00514,2026-08-04,네이버 브랜드스토어,SB-A-DPM,딥뮤트 수면안대,단일,5,일반리뷰,,배송이랑 설치 다 깔끔했어요
RV00515,2026-08-04,쿠팡 로켓,SB-A-DPM,딥뮤트 수면안대,단일,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00516,2026-08-04,쿠팡 로켓,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,포토리뷰,,설치기사님 친절하셨습니다
RV00517,2026-08-04,네이버 브랜드스토어,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,5,포토리뷰,,쿠폰까지 받아서 잘 샀어요
RV00518,2026-08-04,네이버 브랜드스토어,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00519,2026-08-04,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,가격 대비 만족도 높습니다
RV00520,2026-08-04,자사몰,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00521,2026-08-05,오늘의집,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,4,포토리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00522,2026-08-05,쿠팡 로켓,SB-A-DPM,딥뮤트 수면안대,단일,5,포토리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00523,2026-08-05,네이버 브랜드스토어,SB-MO-EVM-Q,이브닝 모션 매트리스,Q,5,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00524,2026-08-05,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00525,2026-08-05,자사몰,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,5,일반리뷰,,배송이랑 설치 다 깔끔했어요
RV00526,2026-08-05,쿠팡 로켓,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00527,2026-08-05,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,포토리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00528,2026-08-05,네이버 브랜드스토어,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,1,일반리뷰,단단함,생각보다 너무 딱딱해요
RV00529,2026-08-06,쿠팡 로켓,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,3,포토리뷰,꺼짐,두 달 만에 가운데가 꺼졌어요
RV00530,2026-08-06,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,1,일반리뷰,커버,커버 세탁 후 수축이 있었어요
RV00531,2026-08-06,오늘의집,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00532,2026-08-06,오늘의집,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,4,일반리뷰,,아이 방에 놨는데 만족합니다
RV00533,2026-08-06,네이버 브랜드스토어,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00534,2026-08-06,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00535,2026-08-07,네이버 브랜드스토어,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00536,2026-08-07,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,3,일반리뷰,단단함,생각보다 너무 딱딱해요
RV00537,2026-08-07,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,5,포토리뷰,,쿠폰까지 받아서 잘 샀어요
RV00538,2026-08-07,네이버 브랜드스토어,SB-MO-EVM-Q,이브닝 모션 매트리스,Q,4,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00539,2026-08-07,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,포토리뷰,,쿠폰까지 받아서 잘 샀어요
RV00540,2026-08-07,오늘의집,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,2,포토리뷰,냄새,새 제품 냄새가 며칠 갔어요
RV00541,2026-08-07,자사몰,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,3,일반리뷰,꺼짐,두 달 만에 가운데가 꺼졌어요
RV00542,2026-08-08,오늘의집,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,5,일반리뷰,,남편도 저도 잘 자요
RV00543,2026-08-08,자사몰,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,2,일반리뷰,냄새,개봉하고 나서 화학약품 냄새가 심했습니다
RV00544,2026-08-08,오늘의집,SB-M-TWS-K,트와일라잇 선셋 매트리스,K,2,일반리뷰,냄새,개봉하고 나서 화학약품 냄새가 심했습니다
RV00545,2026-08-08,자사몰,SB-M-ORG-SS,오리지널 매트리스 미디엄 소프트,SS,5,포토리뷰,,쿠폰까지 받아서 잘 샀어요
RV00546,2026-08-08,자사몰,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,4,포토리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00547,2026-08-08,오늘의집,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00548,2026-08-08,네이버 브랜드스토어,SB-F-AMD-K,아몬드 무헤드형 침대,K,5,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00549,2026-08-08,네이버 브랜드스토어,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,5,포토리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00550,2026-08-08,오늘의집,SB-MO-MBL-SS,모션 밸런스드 매트리스,SS,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00551,2026-08-08,쿠팡 로켓,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,4,포토리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00552,2026-08-08,자사몰,SB-P-CLB,클라우드 버디 베개,단일,4,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00553,2026-08-09,네이버 브랜드스토어,SB-A-DPM,딥뮤트 수면안대,단일,4,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00554,2026-08-09,오늘의집,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00555,2026-08-09,네이버 브랜드스토어,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,4,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00556,2026-08-09,네이버 브랜드스토어,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,4,일반리뷰,,생각보다 두툼하고 좋아요
RV00557,2026-08-09,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,3,일반리뷰,커버,커버 지퍼가 뻑뻑합니다
RV00558,2026-08-09,오늘의집,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,2,일반리뷰,커버,커버 지퍼가 뻑뻑합니다
RV00559,2026-08-09,네이버 브랜드스토어,SB-A-DPM,딥뮤트 수면안대,단일,5,일반리뷰,,아이 방에 놨는데 만족합니다
RV00560,2026-08-09,네이버 브랜드스토어,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,4,일반리뷰,,가격 대비 만족도 높습니다
RV00561,2026-08-10,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,2,일반리뷰,냄새,새 제품 냄새가 며칠 갔어요
RV00562,2026-08-10,네이버 브랜드스토어,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,5,일반리뷰,,설치기사님 친절하셨습니다
RV00563,2026-08-10,네이버 브랜드스토어,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,5,포토리뷰,,설치기사님 친절하셨습니다
RV00564,2026-08-10,자사몰,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00565,2026-08-10,쿠팡 로켓,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,5,포토리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00566,2026-08-10,네이버 브랜드스토어,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00567,2026-08-10,오늘의집,SB-P-CLB,클라우드 버디 베개,단일,4,일반리뷰,,배송이랑 설치 다 깔끔했어요
RV00568,2026-08-10,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00569,2026-08-10,쿠팡 로켓,SB-A-DPM,딥뮤트 수면안대,단일,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00570,2026-08-11,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,5,일반리뷰,,아이 방에 놨는데 만족합니다
RV00571,2026-08-11,쿠팡 로켓,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,5,포토리뷰,,남편도 저도 잘 자요
RV00572,2026-08-11,쿠팡 로켓,SB-F-BAU-O,바우 키즈 원목 오픈형 데이베드 침대,SS,4,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00573,2026-08-11,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,4,포토리뷰,,가격 대비 만족도 높습니다
RV00574,2026-08-11,네이버 브랜드스토어,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,4,포토리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00575,2026-08-11,쿠팡 로켓,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,1,일반리뷰,설치,설치기사님이 시간 안 지키셨어요
RV00576,2026-08-11,자사몰,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,일반리뷰,배송지연,배송이 예정일보다 일주일 늦었어요
RV00577,2026-08-11,네이버 브랜드스토어,SB-M-DFC-SS,딥플로우 컴포트 매트리스,SS,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00578,2026-08-11,쿠팡 로켓,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,5,포토리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00579,2026-08-11,쿠팡 로켓,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,남편도 저도 잘 자요
RV00580,2026-08-11,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00581,2026-08-11,쿠팡 로켓,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00582,2026-08-11,쿠팡 로켓,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00583,2026-08-12,네이버 브랜드스토어,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,일반리뷰,커버,커버 지퍼가 뻑뻑합니다
RV00584,2026-08-12,네이버 브랜드스토어,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00585,2026-08-12,네이버 브랜드스토어,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,4,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00586,2026-08-12,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,5,일반리뷰,,남편도 저도 잘 자요
RV00587,2026-08-12,오늘의집,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00588,2026-08-12,쿠팡 로켓,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,포토리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00589,2026-08-12,네이버 브랜드스토어,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,5,일반리뷰,,배송이랑 설치 다 깔끔했어요
RV00590,2026-08-12,네이버 브랜드스토어,SB-F-BAU-O,바우 키즈 원목 오픈형 데이베드 침대,SS,5,포토리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00591,2026-08-12,네이버 브랜드스토어,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,1,일반리뷰,냄새,개봉하고 나서 화학약품 냄새가 심했습니다
RV00592,2026-08-12,오늘의집,SB-M-DFC-SS,딥플로우 컴포트 매트리스,SS,5,포토리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00593,2026-08-12,네이버 브랜드스토어,SB-M-EVS-K,이브닝 스타릿 매트리스,K,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00594,2026-08-12,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,4,일반리뷰,,아이 방에 놨는데 만족합니다
RV00595,2026-08-13,오늘의집,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00596,2026-08-13,네이버 브랜드스토어,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,5,일반리뷰,,설치기사님 친절하셨습니다
RV00597,2026-08-13,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00598,2026-08-13,네이버 브랜드스토어,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,3,일반리뷰,꺼짐,누운 자리가 눌린 채로 안 돌아옵니다
RV00599,2026-08-13,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,3,일반리뷰,냄새,개봉하고 나서 화학약품 냄새가 심했습니다
RV00600,2026-08-13,네이버 브랜드스토어,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,5,일반리뷰,,가격 대비 만족도 높습니다
RV00601,2026-08-13,오늘의집,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,4,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00602,2026-08-13,오늘의집,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,4,일반리뷰,,아이 방에 놨는데 만족합니다
RV00603,2026-08-13,자사몰,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,4,일반리뷰,,남편도 저도 잘 자요
RV00604,2026-08-13,네이버 브랜드스토어,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,4,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00605,2026-08-13,오늘의집,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,5,포토리뷰,,배송이랑 설치 다 깔끔했어요
RV00606,2026-08-13,오늘의집,SB-A-DPM,딥뮤트 수면안대,단일,4,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00607,2026-08-14,네이버 브랜드스토어,SB-A-DPM,딥뮤트 수면안대,단일,4,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00608,2026-08-14,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,포토리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00609,2026-08-14,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,2,포토리뷰,꺼짐,누운 자리가 눌린 채로 안 돌아옵니다
RV00610,2026-08-14,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,4,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00611,2026-08-14,쿠팡 로켓,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,4,일반리뷰,,설치기사님 친절하셨습니다
RV00612,2026-08-14,네이버 브랜드스토어,SB-M-TWS-KK,트와일라잇 선셋 매트리스,KK,5,포토리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00613,2026-08-14,쿠팡 로켓,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,5,일반리뷰,,남편도 저도 잘 자요
RV00614,2026-08-14,오늘의집,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,4,포토리뷰,,남편도 저도 잘 자요
RV00615,2026-08-14,자사몰,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,4,일반리뷰,,남편도 저도 잘 자요
RV00616,2026-08-15,네이버 브랜드스토어,SB-M-EVR-S,이브닝 리버서블 매트리스,S,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00617,2026-08-15,네이버 브랜드스토어,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,4,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00618,2026-08-15,네이버 브랜드스토어,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,2,일반리뷰,꺼짐,누운 자리가 눌린 채로 안 돌아옵니다
RV00619,2026-08-15,오늘의집,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,포토리뷰,단단함,생각보다 너무 딱딱해요
RV00620,2026-08-15,자사몰,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,4,일반리뷰,,아이 방에 놨는데 만족합니다
RV00621,2026-08-15,쿠팡 로켓,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00622,2026-08-15,쿠팡 로켓,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,남편도 저도 잘 자요
RV00623,2026-08-15,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00624,2026-08-16,네이버 브랜드스토어,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00625,2026-08-16,오늘의집,SB-A-DPM,딥뮤트 수면안대,단일,4,포토리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00626,2026-08-16,네이버 브랜드스토어,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00627,2026-08-16,오늘의집,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00628,2026-08-16,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00629,2026-08-16,오늘의집,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00630,2026-08-16,자사몰,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,3,포토리뷰,냄새,새 제품 냄새가 며칠 갔어요
RV00631,2026-08-16,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00632,2026-08-16,쿠팡 로켓,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,4,일반리뷰,,가격 대비 만족도 높습니다
RV00633,2026-08-16,네이버 브랜드스토어,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00634,2026-08-17,쿠팡 로켓,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,포토리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00635,2026-08-17,네이버 브랜드스토어,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00636,2026-08-17,네이버 브랜드스토어,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,일반리뷰,단단함,생각보다 너무 딱딱해요
RV00637,2026-08-17,쿠팡 로켓,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,설치기사님 친절하셨습니다
RV00638,2026-08-17,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,2,일반리뷰,냄새,개봉하고 나서 화학약품 냄새가 심했습니다
RV00639,2026-08-17,쿠팡 로켓,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00640,2026-08-17,네이버 브랜드스토어,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,3,일반리뷰,커버,커버 세탁 후 수축이 있었어요
RV00641,2026-08-17,쿠팡 로켓,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,4,일반리뷰,,아이 방에 놨는데 만족합니다
RV00642,2026-08-17,오늘의집,SB-P-CLL,클라우드 LOW 경추 베개,단일,3,일반리뷰,단단함,생각보다 너무 딱딱해요
RV00643,2026-08-17,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,일반리뷰,단단함,생각보다 너무 딱딱해요
RV00644,2026-08-17,쿠팡 로켓,SB-MO-EVM-Q,이브닝 모션 매트리스,Q,4,포토리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00645,2026-08-17,네이버 브랜드스토어,SB-M-DFC-SS,딥플로우 컴포트 매트리스,SS,4,일반리뷰,,가격 대비 만족도 높습니다
RV00646,2026-08-17,쿠팡 로켓,SB-M-EVR-S,이브닝 리버서블 매트리스,S,3,일반리뷰,꺼짐,두 달 만에 가운데가 꺼졌어요
RV00647,2026-08-17,네이버 브랜드스토어,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00648,2026-08-18,자사몰,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00649,2026-08-18,네이버 브랜드스토어,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00650,2026-08-18,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,4,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00651,2026-08-18,쿠팡 로켓,SB-P-CLB,클라우드 버디 베개,단일,5,포토리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00652,2026-08-18,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,4,일반리뷰,,아이 방에 놨는데 만족합니다
RV00653,2026-08-18,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00654,2026-08-18,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,아이 방에 놨는데 만족합니다
RV00655,2026-08-18,네이버 브랜드스토어,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,3,일반리뷰,꺼짐,누운 자리가 눌린 채로 안 돌아옵니다
RV00656,2026-08-18,자사몰,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00657,2026-08-19,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,4,포토리뷰,,남편도 저도 잘 자요
RV00658,2026-08-19,쿠팡 로켓,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00659,2026-08-19,쿠팡 로켓,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
