주문번호,주문일,주문시간,채널,매장,상품코드,상품명,사이즈,수량,정상가합계,할인액,실결제금액,주문상태,배송유형,배송지역,고객유형,프로모션코드
HM-260818-0003,2026-08-18,07:15,자사몰,,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,1,392000,0,392000,설치완료,설치(용인 설치1),서울,신규,
NV-260819-0001,2026-08-19,07:11,네이버 브랜드스토어,,SB-M-EVR-S,이브닝 리버서블 매트리스,S,1,349100,0,349100,설치완료,설치(용인 설치1),강원,신규,
CJ-260819-0001,2026-08-19,09:05,CJ온스타일,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,2,582600,0,582600,취소,택배(안성1),부산,신규,
NV-260819-0002,2026-08-19,00:29,네이버 브랜드스토어,,SB-M-EVR-S,이브닝 리버서블 매트리스,S,1,349100,0,349100,설치완료,설치(용인 설치1),경기,신규,
NV-260819-0002,2026-08-19,00:29,네이버 브랜드스토어,,SB-MO-EVM-Q,이브닝 모션 매트리스,Q,1,1131000,0,1131000,설치완료,설치(용인 설치1),경기,신규,
CP-260819-0001,2026-08-19,02:59,쿠팡 로켓,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,2,576400,0,576400,배송완료,택배(안성1),경기,신규,
NV-260819-0003,2026-08-19,16:16,네이버 브랜드스토어,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,2,1065000,0,1065000,배송완료,택배(안성1),광주,신규,
NV-260819-0004,2026-08-19,10:37,네이버 브랜드스토어,,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,405500,0,405500,배송완료,설치(용인 설치1),서울,재구매,
SG-260819-0001,2026-08-19,15:04,SSG닷컴,,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,449800,0,449800,배송완료,택배(안성1),경기,재구매,
NV-260820-0001,2026-08-20,19:11,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,설치완료,설치(용인 설치1),경기,신규,LV-2026-06
NV-260820-0002,2026-08-20,01:48,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,설치완료,설치(용인 설치1),인천,신규,LV-2026-06
NV-260820-0002,2026-08-20,01:48,네이버 브랜드스토어,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,532500,0,532500,설치완료,택배(안성1),인천,신규,
NV-260820-0003,2026-08-20,20:38,네이버 브랜드스토어,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,532500,0,532500,교환완료,택배(안성1),경기,신규,
NV-260820-0003,2026-08-20,20:38,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,교환완료,설치(용인 설치1),경기,신규,LV-2026-06
NV-260820-0003,2026-08-20,20:38,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,교환완료,설치(용인 설치1),경기,신규,LV-2026-06
NV-260820-0004,2026-08-20,18:25,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,배송완료,설치(용인 설치1),서울,신규,LV-2026-06
NV-260820-0004,2026-08-20,18:25,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,배송완료,설치(용인 설치1),서울,신규,LV-2026-06
HM-260820-0001,2026-08-20,12:28,자사몰,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,778000,0,778000,배송완료,설치(용인 설치1),서울,신규,
NV-260820-0005,2026-08-20,09:13,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,배송완료,설치(용인 설치1),대구,신규,LV-2026-06
NV-260820-0006,2026-08-20,16:48,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,배송완료,설치(용인 설치1),경기,신규,LV-2026-06
OH-260820-0001,2026-08-20,09:00,오늘의집,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,656600,0,656600,교환완료,설치(용인 설치1),서울,신규,
CP-260820-0001,2026-08-20,17:42,쿠팡 로켓,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,670700,0,670700,배송중,설치(용인 설치1),경기,신규,
CP-260820-0001,2026-08-20,17:42,쿠팡 로켓,,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,1,372400,0,372400,배송중,설치(용인 설치1),경기,신규,
NV-260820-0007,2026-08-20,15:30,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,배송완료,설치(용인 설치1),경기,재구매,LV-2026-06
NV-260820-0008,2026-08-20,16:46,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,설치완료,설치(용인 설치1),경기,신규,LV-2026-06
NV-260820-0009,2026-08-20,14:43,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,0,249700,배송완료,택배(안성1),부산,신규,
NV-260820-0010,2026-08-20,06:53,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,배송완료,설치(용인 설치1),경기,신규,LV-2026-06
SG-260820-0001,2026-08-20,07:28,SSG닷컴,,SB-P-CLL,클라우드 LOW 경추 베개,단일,2,108200,0,108200,배송완료,택배(안성1),서울,신규,
SG-260820-0001,2026-08-20,07:28,SSG닷컴,,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,1,449800,0,449800,배송완료,택배(안성1),서울,신규,
NV-260820-0011,2026-08-20,06:17,네이버 브랜드스토어,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,532500,0,532500,설치완료,택배(안성1),인천,재구매,
ST-260820-0001,2026-08-20,05:44,직영매장,용산,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,741300,0,741300,배송중,설치(용인 설치1),경기,재구매,
NV-260820-0012,2026-08-20,09:49,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,설치완료,설치(용인 설치1),대구,신규,LV-2026-06
NV-260820-0013,2026-08-20,18:59,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,설치완료,설치(용인 설치1),경기,신규,LV-2026-06
SG-260820-0002,2026-08-20,06:57,SSG닷컴,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,299900,0,299900,배송완료,택배(안성1),강원,재구매,
SG-260820-0002,2026-08-20,06:57,SSG닷컴,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,762400,0,762400,배송완료,설치(용인 설치1),강원,재구매,
NV-260820-0014,2026-08-20,11:18,네이버 브랜드스토어,,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,1,1039800,0,1039800,배송완료,설치(용인 설치1),경기,재구매,
NV-260820-0015,2026-08-20,18:04,네이버 브랜드스토어,,SB-A-DPM,딥뮤트 수면안대,단일,2,60600,0,60600,배송완료,택배(안성1),인천,신규,
NV-260820-0016,2026-08-20,22:24,네이버 브랜드스토어,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,532500,0,532500,취소,택배(안성1),부산,신규,
NV-260820-0016,2026-08-20,22:24,네이버 브랜드스토어,,SB-F-BAU-O,바우 키즈 원목 오픈형 데이베드 침대,SS,1,581000,0,581000,취소,설치(용인 설치1),부산,신규,
OH-260820-0002,2026-08-20,17:39,오늘의집,,SB-M-EVR-S,이브닝 리버서블 매트리스,S,1,334700,0,334700,반품완료,설치(용인 설치1),경기,재구매,
NV-260820-0017,2026-08-20,10:47,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,배송완료,설치(용인 설치1),경남,신규,LV-2026-06
OH-260820-0003,2026-08-20,23:21,오늘의집,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,723500,0,723500,설치완료,설치(용인 설치1),부산,신규,
NV-260820-0018,2026-08-20,22:43,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,설치완료,설치(용인 설치1),서울,신규,LV-2026-06
NV-260820-0019,2026-08-20,14:47,네이버 브랜드스토어,,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,53600,0,53600,설치완료,택배(안성1),경기,재구매,
NV-260820-0019,2026-08-20,14:47,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,0,294300,설치완료,택배(안성1),경기,재구매,
NV-260820-0020,2026-08-20,22:07,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,설치완료,설치(용인 설치1),경기,신규,LV-2026-06
NV-260820-0020,2026-08-20,22:07,네이버 브랜드스토어,,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,445200,0,445200,설치완료,택배(안성1),경기,신규,
NV-260820-0021,2026-08-20,21:29,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,배송완료,설치(용인 설치1),부산,신규,LV-2026-06
NV-260820-0022,2026-08-20,12:04,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,배송완료,설치(용인 설치1),경남,신규,LV-2026-06
NV-260820-0023,2026-08-20,11:06,네이버 브랜드스토어,,SB-P-CLL,클라우드 LOW 경추 베개,단일,2,107200,0,107200,설치완료,택배(안성1),인천,재구매,
NV-260820-0024,2026-08-20,19:46,네이버 브랜드스토어,,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,1,286000,0,286000,배송완료,택배(안성1),경기,신규,
NV-260820-0025,2026-08-20,09:37,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,설치완료,설치(용인 설치1),경기,재구매,LV-2026-06
NV-260820-0026,2026-08-20,16:15,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,배송완료,설치(용인 설치1),경기,신규,LV-2026-06
NV-260820-0026,2026-08-20,16:15,네이버 브랜드스토어,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,532500,0,532500,배송완료,택배(안성1),경기,신규,
NV-260820-0026,2026-08-20,16:15,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,149600,535200,배송완료,설치(용인 설치1),경기,신규,LV-2026-06
CJ-260820-0001,2026-08-20,15:12,CJ온스타일,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,677800,0,677800,배송완료,설치(용인 설치1),부산,신규,
CJ-260820-0002,2026-08-20,19:36,CJ온스타일,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,746900,0,746900,취소,설치(용인 설치1),대구,재구매,
CJ-260820-0002,2026-08-20,19:36,CJ온스타일,,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,440600,0,440600,취소,택배(안성1),대구,재구매,
NV-260820-0027,2026-08-20,02:16,네이버 브랜드스토어,,SB-T-MAX-Q,맥시멈 토퍼 매트리스,Q,1,532500,0,532500,배송완료,택배(안성1),경기,신규,
NV-260820-0028,2026-08-20,19:27,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,설치완료,설치(용인 설치1),경기,신규,LV-2026-06
CP-260820-0002,2026-08-20,14:46,쿠팡 로켓,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,241500,0,241500,설치완료,택배(안성1),서울,재구매,
CP-260820-0003,2026-08-20,12:43,쿠팡 로켓,,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,1,280100,0,280100,설치완료,택배(안성1),대구,신규,
NV-260820-0029,2026-08-20,22:02,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,반품완료,설치(용인 설치1),경기,신규,LV-2026-06
NV-260820-0030,2026-08-20,09:54,네이버 브랜드스토어,,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,2,499800,0,499800,설치완료,택배(안성1),서울,신규,
NV-260820-0030,2026-08-20,09:54,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,160800,593900,설치완료,설치(용인 설치1),서울,신규,LV-2026-06
NV-260821-0001,2026-08-21,22:51,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,설치완료,설치(용인 설치1),강원,신규,
CP-260821-0001,2026-08-21,19:11,쿠팡 로켓,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,739100,0,739100,취소,설치(용인 설치1),경기,신규,
CP-260821-0002,2026-08-21,17:06,쿠팡 로켓,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,739100,0,739100,배송완료,설치(용인 설치1),부산,신규,
CP-260821-0002,2026-08-21,17:06,쿠팡 로켓,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,288200,0,288200,배송완료,택배(안성1),부산,신규,
NV-260821-0002,2026-08-21,20:39,네이버 브랜드스토어,,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,405500,0,405500,배송중,설치(용인 설치1),경기,신규,
NV-260821-0003,2026-08-21,09:34,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,배송완료,설치(용인 설치1),강원,재구매,
NV-260821-0003,2026-08-21,09:34,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,0,754700,배송완료,설치(용인 설치1),강원,재구매,
NV-260821-0004,2026-08-21,08:38,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,설치완료,설치(용인 설치1),서울,신규,
OH-260821-0001,2026-08-21,22:16,오늘의집,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,723500,0,723500,반품완료,설치(용인 설치1),부산,신규,
NV-260821-0005,2026-08-21,13:01,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,설치완료,설치(용인 설치1),서울,신규,
NV-260821-0006,2026-08-21,09:01,네이버 브랜드스토어,,SB-P-CLB,클라우드 버디 베개,단일,2,122600,0,122600,설치완료,택배(안성1),부산,신규,
NV-260821-0007,2026-08-21,12:40,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,취소,설치(용인 설치1),서울,신규,
ST-260821-0001,2026-08-21,02:00,직영매장,노원,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,576400,0,576400,배송완료,설치(용인 설치1),인천,신규,
ST-260821-0001,2026-08-21,02:00,직영매장,노원,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,816900,0,816900,배송완료,설치(용인 설치1),인천,신규,
NV-260821-0008,2026-08-21,14:31,네이버 브랜드스토어,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,296800,0,296800,배송완료,택배(안성1),서울,신규,
NV-260821-0008,2026-08-21,14:31,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,배송완료,설치(용인 설치1),서울,신규,
NV-260821-0009,2026-08-21,12:39,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,0,754700,배송완료,설치(용인 설치1),경남,재구매,
NV-260821-0010,2026-08-21,15:20,네이버 브랜드스토어,,SB-A-DPM,딥뮤트 수면안대,단일,1,30300,0,30300,설치완료,택배(안성1),서울,재구매,
NV-260821-0011,2026-08-21,09:52,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송완료,택배(안성1),서울,재구매,
NV-260821-0011,2026-08-21,09:52,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,0,754700,배송완료,설치(용인 설치1),서울,재구매,
ST-260821-0002,2026-08-21,12:32,직영매장,슬로우나잇 스타필드 수원,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,1,229300,0,229300,설치완료,설치(용인 설치1),충남,신규,
NV-260821-0012,2026-08-21,04:13,네이버 브랜드스토어,,SB-F-AMD-K,아몬드 무헤드형 침대,K,1,902100,0,902100,반품완료,설치(용인 설치1),충남,재구매,
NV-260821-0013,2026-08-21,16:20,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,배송완료,설치(용인 설치1),울산,신규,
NV-260821-0014,2026-08-21,20:55,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,설치완료,설치(용인 설치1),제주,신규,
NV-260821-0014,2026-08-21,20:55,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,0,754700,설치완료,설치(용인 설치1),제주,신규,
NV-260821-0014,2026-08-21,20:55,네이버 브랜드스토어,,SB-T-GRB-SS,그라운드 밸런스 토퍼 매트리스,SS,1,506300,0,506300,설치완료,택배(안성1),제주,신규,
NV-260821-0015,2026-08-21,12:31,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,0,754700,배송완료,설치(용인 설치1),서울,신규,
ST-260821-0003,2026-08-21,07:42,직영매장,슬로우나잇 논현,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,816900,0,816900,배송완료,설치(용인 설치1),충남,재구매,
NV-260821-0016,2026-08-21,13:28,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,배송완료,설치(용인 설치1),경기,신규,
NV-260821-0017,2026-08-21,21:37,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,0,754700,배송중,설치(용인 설치1),경기,신규,
NV-260821-0017,2026-08-21,21:37,네이버 브랜드스토어,,SB-F-AMD-K,아몬드 무헤드형 침대,K,1,902100,0,902100,배송중,설치(용인 설치1),경기,신규,
NV-260821-0017,2026-08-21,21:37,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송중,택배(안성1),경기,신규,
NV-260821-0018,2026-08-21,09:04,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,0,754700,배송완료,설치(용인 설치1),강원,신규,
NV-260821-0019,2026-08-21,20:33,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,반품완료,설치(용인 설치1),강원,재구매,
NV-260821-0020,2026-08-21,07:14,네이버 브랜드스토어,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,754700,0,754700,배송중,설치(용인 설치1),부산,신규,
NV-260821-0021,2026-08-21,10:10,네이버 브랜드스토어,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,684800,0,684800,설치완료,설치(용인 설치1),대구,신규,
NV-260821-0021,2026-08-21,10:10,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,2,588600,0,588600,설치완료,택배(안성1),대구,신규,
CP-260821-0003,2026-08-21,12:53,쿠팡 로켓,,SB-MO-MBL-SS,모션 밸런스드 매트리스,SS,1,1353800,0,1353800,교환완료,설치(용인 설치1),경기,신규,
NV-260821-0022,2026-08-21,10:59,네이버 브랜드스토어,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,532500,0,532500,배송완료,택배(안성1),경기,재구매,
NV-260821-0023,2026-08-21,05:42,네이버 브랜드스토어,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,249700,0,249700,반품완료,택배(안성1),대구,재구매,
OH-260822-0001,2026-08-22,12:08,오늘의집,,SB-MO-EVM-Q,이브닝 모션 매트리스,Q,1,1084400,0,1084400,배송완료,설치(용인 설치1),서울,신규,
ST-260822-0001,2026-08-22,15:40,직영매장,대전둔산,SB-MO-MBL-SS,모션 밸런스드 매트리스,SS,1,1496200,0,1496200,설치완료,설치(용인 설치1),광주,신규,
ST-260822-0001,2026-08-22,15:40,직영매장,대전둔산,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,58000,0,58000,설치완료,매장수령,광주,신규,
NV-260822-0001,2026-08-22,08:01,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,배송완료,택배(안성1),인천,재구매,
HM-260822-0001,2026-08-22,10:37,자사몰,,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,55200,0,55200,반품완료,택배(안성1),울산,재구매,
HM-260822-0001,2026-08-22,10:37,자사몰,,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,1,257600,0,257600,반품완료,택배(안성1),울산,재구매,
HM-260822-0001,2026-08-22,10:37,자사몰,,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,1,612800,0,612800,반품완료,설치(용인 설치1),울산,재구매,
NV-260822-0002,2026-08-22,17:56,네이버 브랜드스토어,,SB-A-DPM,딥뮤트 수면안대,단일,1,30300,0,30300,배송완료,택배(안성1),경기,재구매,
ST-260822-0002,2026-08-22,20:49,직영매장,슬로우나잇 스타필드 수원,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,2,642600,0,642600,교환완료,설치(용인 설치1),강원,재구매,
ST-260822-0002,2026-08-22,20:49,직영매장,슬로우나잇 스타필드 수원,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,318600,0,318600,교환완료,설치(용인 설치1),강원,재구매,
ST-260822-0002,2026-08-22,20:49,직영매장,슬로우나잇 스타필드 수원,SB-A-DPM,딥뮤트 수면안대,단일,1,32800,0,32800,교환완료,매장수령,강원,재구매,
CP-260822-0001,2026-08-22,15:59,쿠팡 로켓,,SB-MO-MBL-Q,모션 밸런스드 매트리스,Q,1,1470600,0,1470600,배송완료,설치(용인 설치1),서울,신규,
CP-260822-0001,2026-08-22,15:59,쿠팡 로켓,,SB-M-ORG-SS,오리지널 매트리스 미디엄 소프트,SS,1,423700,0,423700,배송완료,설치(용인 설치1),서울,신규,
NV-260822-0003,2026-08-22,14:02,네이버 브랜드스토어,,SB-M-EVR-S,이브닝 리버서블 매트리스,S,1,349100,0,349100,배송완료,설치(용인 설치1),인천,재구매,
NV-260822-0004,2026-08-22,10:43,네이버 브랜드스토어,,SB-MO-EVM-Q,이브닝 모션 매트리스,Q,1,1131000,0,1131000,배송완료,설치(용인 설치1),충남,재구매,
OH-260822-0002,2026-08-22,22:59,오늘의집,,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,388700,0,388700,배송중,설치(용인 설치1),대구,신규,
HM-260822-0002,2026-08-22,12:29,자사몰,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,303400,0,303400,배송완료,택배(안성1),서울,신규,
HM-260822-0003,2026-08-22,17:26,자사몰,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,306000,0,306000,설치완료,택배(안성1),대전,재구매,
HM-260822-0004,2026-08-22,07:05,자사몰,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,2,606800,0,606800,배송중,택배(안성1),서울,신규,
HM-260822-0004,2026-08-22,07:05,자사몰,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,1,549000,0,549000,배송중,택배(안성1),서울,신규,
OH-260822-0003,2026-08-22,18:39,오늘의집,,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,1,569900,0,569900,취소,설치(용인 설치1),서울,재구매,
CP-260822-0002,2026-08-22,19:40,쿠팡 로켓,,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,1,244500,0,244500,설치완료,택배(안성1),서울,재구매,
CP-260822-0002,2026-08-22,19:40,쿠팡 로켓,,SB-M-EVS-K,이브닝 스타릿 매트리스,K,1,739100,0,739100,설치완료,설치(용인 설치1),서울,재구매,
CP-260823-0001,2026-08-23,22:23,쿠팡 로켓,,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,2,1043200,0,1043200,배송완료,택배(안성1),경기,재구매,
CP-260823-0001,2026-08-23,22:23,쿠팡 로켓,,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,52500,0,52500,배송완료,택배(안성1),경기,재구매,
ST-260823-0001,2026-08-23,08:40,직영매장,노원,SB-A-DPM,딥뮤트 수면안대,단일,1,32800,0,32800,배송중,매장수령,서울,신규,
NV-260823-0001,2026-08-23,10:20,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,0,294300,배송완료,택배(안성1),울산,신규,
NV-260823-0002,2026-08-23,17:20,네이버 브랜드스토어,,SB-P-CLB,클라우드 버디 베개,단일,1,61300,0,61300,취소,택배(안성1),강원,신규,
NV-260823-0002,2026-08-23,17:20,네이버 브랜드스토어,,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,445200,0,445200,취소,택배(안성1),강원,신규,
HM-260823-0001,2026-08-23,11:11,자사몰,,SB-M-MFM-Q,미드나잇 풀문 매트리스,Q,1,928000,0,928000,배송완료,설치(용인 설치1),울산,재구매,
HM-260823-0001,2026-08-23,11:11,자사몰,,SB-T-MAX-Q,맥시멈 토퍼 매트리스,Q,1,549000,0,549000,배송완료,택배(안성1),울산,재구매,
CJ-260823-0001,2026-08-23,17:04,CJ온스타일,,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,1,588300,0,588300,배송완료,설치(용인 설치1),서울,신규,
ST-260823-0002,2026-08-23,19:01,직영매장,슬로우나잇 논현,SB-P-CLL,클라우드 LOW 경추 베개,단일,1,58000,0,58000,반품완료,매장수령,서울,신규,
HM-260823-0002,2026-08-23,20:18,자사몰,,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,1,306000,0,306000,배송완료,택배(안성1),경기,재구매,
NV-260823-0003,2026-08-23,02:00,네이버 브랜드스토어,,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,1,445200,0,445200,배송중,택배(안성1),경기,재구매,
CP-260823-0002,2026-08-23,22:15,쿠팡 로켓,,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,670700,0,670700,배송완료,설치(용인 설치1),경기,신규,
NV-260823-0004,2026-08-23,20:00,네이버 브랜드스토어,,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,1,246600,0,246600,설치완료,택배(안성1),대전,신규,
NV-260823-0005,2026-08-23,15:16,네이버 브랜드스토어,,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,1,405500,0,405500,배송완료,설치(용인 설치1),경기,신규,
NV-260823-0005,2026-08-23,15:16,네이버 브랜드스토어,,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,294300,0,294300,배송완료,택배(안성1),경기,신규,
NV-260823-0006,2026-08-23,08:32,네이버 브랜드스토어,,SB-MO-MBL-SS,모션 밸런스드 매트리스,SS,1,1382200,0,1382200,반품완료,설치(용인 설치1),경기,재구매,
