주문번호,일자,요일,시각,상품코드,상품명,카테고리,수량,단가,금액
PN-260821-011,2026-08-21,금,15:12,PN-101,sol diffuser,리빙·프래그런스,2,46000,92000
PN-260821-012,2026-08-21,금,17:35,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260821-013,2026-08-21,금,13:09,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260821-014,2026-08-21,금,12:13,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260821-015,2026-08-21,금,17:26,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260821-016,2026-08-21,금,16:00,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260821-017,2026-08-21,금,16:54,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260821-018,2026-08-21,금,12:24,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260821-019,2026-08-21,금,12:50,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260821-019,2026-08-21,금,12:50,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260821-020,2026-08-21,금,17:16,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260821-021,2026-08-21,금,13:11,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260821-022,2026-08-21,금,18:20,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260821-023,2026-08-21,금,15:48,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260821-023,2026-08-21,금,15:48,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260821-024,2026-08-21,금,17:53,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260821-025,2026-08-21,금,12:19,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260821-025,2026-08-21,금,12:19,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260821-026,2026-08-21,금,17:17,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260821-027,2026-08-21,금,18:35,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260821-027,2026-08-21,금,18:35,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260821-028,2026-08-21,금,18:42,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260821-029,2026-08-21,금,12:15,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260821-030,2026-08-21,금,15:54,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260821-031,2026-08-21,금,18:34,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260821-032,2026-08-21,금,17:54,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260821-033,2026-08-21,금,15:57,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260821-034,2026-08-21,금,12:19,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260821-035,2026-08-21,금,15:48,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260821-036,2026-08-21,금,16:57,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260821-037,2026-08-21,금,16:01,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260821-037,2026-08-21,금,16:01,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260821-038,2026-08-21,금,16:13,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260821-038,2026-08-21,금,16:13,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260821-039,2026-08-21,금,18:28,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-001,2026-08-22,토,13:56,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260822-002,2026-08-22,토,14:09,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-002,2026-08-22,토,14:09,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260822-003,2026-08-22,토,18:22,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260822-003,2026-08-22,토,18:22,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260822-004,2026-08-22,토,17:33,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260822-005,2026-08-22,토,17:26,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-006,2026-08-22,토,13:43,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260822-007,2026-08-22,토,18:41,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260822-008,2026-08-22,토,12:22,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-009,2026-08-22,토,15:56,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260822-010,2026-08-22,토,14:48,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-011,2026-08-22,토,14:56,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260822-012,2026-08-22,토,13:03,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-013,2026-08-22,토,15:42,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260822-014,2026-08-22,토,14:22,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260822-015,2026-08-22,토,15:13,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-016,2026-08-22,토,14:20,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260822-017,2026-08-22,토,17:47,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260822-018,2026-08-22,토,18:21,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260822-019,2026-08-22,토,13:05,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-020,2026-08-22,토,16:44,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260822-021,2026-08-22,토,13:47,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260822-022,2026-08-22,토,18:27,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260822-022,2026-08-22,토,18:27,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-023,2026-08-22,토,14:22,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260822-024,2026-08-22,토,13:07,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260822-024,2026-08-22,토,13:07,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-025,2026-08-22,토,14:14,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-026,2026-08-22,토,12:18,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260822-027,2026-08-22,토,14:42,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260822-028,2026-08-22,토,16:56,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-029,2026-08-22,토,13:24,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-029,2026-08-22,토,13:24,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260822-030,2026-08-22,토,13:10,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260822-031,2026-08-22,토,12:13,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260822-032,2026-08-22,토,14:39,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-033,2026-08-22,토,17:52,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260822-034,2026-08-22,토,12:37,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260822-034,2026-08-22,토,12:37,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-035,2026-08-22,토,13:32,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-036,2026-08-22,토,17:32,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260822-037,2026-08-22,토,15:15,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260822-038,2026-08-22,토,12:11,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260822-039,2026-08-22,토,18:37,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260822-040,2026-08-22,토,13:26,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260822-041,2026-08-22,토,12:05,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260822-041,2026-08-22,토,12:05,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260822-042,2026-08-22,토,13:24,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260822-043,2026-08-22,토,18:03,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260822-043,2026-08-22,토,18:03,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260822-044,2026-08-22,토,14:44,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260822-045,2026-08-22,토,12:42,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-046,2026-08-22,토,17:38,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260822-047,2026-08-22,토,14:13,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260822-048,2026-08-22,토,13:48,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260822-048,2026-08-22,토,13:48,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-049,2026-08-22,토,14:52,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260822-050,2026-08-22,토,15:00,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260822-051,2026-08-22,토,12:00,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260822-052,2026-08-22,토,13:01,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260822-053,2026-08-22,토,16:48,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260822-054,2026-08-22,토,17:18,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260823-001,2026-08-23,일,12:55,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260823-001,2026-08-23,일,12:55,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260823-002,2026-08-23,일,14:25,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260823-002,2026-08-23,일,14:25,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260823-003,2026-08-23,일,12:51,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260823-004,2026-08-23,일,15:19,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260823-004,2026-08-23,일,15:19,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260823-005,2026-08-23,일,12:12,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260823-005,2026-08-23,일,12:12,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-006,2026-08-23,일,16:10,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260823-007,2026-08-23,일,18:03,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-007,2026-08-23,일,18:03,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-008,2026-08-23,일,18:28,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-009,2026-08-23,일,16:03,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260823-009,2026-08-23,일,16:03,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260823-010,2026-08-23,일,16:33,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260823-010,2026-08-23,일,16:33,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-011,2026-08-23,일,13:38,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260823-012,2026-08-23,일,17:49,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260823-013,2026-08-23,일,13:52,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260823-014,2026-08-23,일,15:24,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-015,2026-08-23,일,12:49,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260823-016,2026-08-23,일,17:55,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260823-016,2026-08-23,일,17:55,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260823-017,2026-08-23,일,15:43,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260823-018,2026-08-23,일,12:36,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260823-019,2026-08-23,일,17:36,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-020,2026-08-23,일,12:03,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260823-021,2026-08-23,일,18:18,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260823-022,2026-08-23,일,14:56,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260823-022,2026-08-23,일,14:56,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-023,2026-08-23,일,16:01,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260823-024,2026-08-23,일,16:40,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260823-025,2026-08-23,일,12:08,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260823-026,2026-08-23,일,12:30,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260823-027,2026-08-23,일,18:13,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-027,2026-08-23,일,18:13,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260823-028,2026-08-23,일,16:42,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260823-029,2026-08-23,일,14:32,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260823-030,2026-08-23,일,16:59,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260823-031,2026-08-23,일,17:13,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260823-032,2026-08-23,일,12:21,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260823-033,2026-08-23,일,14:23,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260823-034,2026-08-23,일,13:07,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260823-035,2026-08-23,일,17:48,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260823-035,2026-08-23,일,17:48,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-036,2026-08-23,일,18:30,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260823-037,2026-08-23,일,18:31,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260823-037,2026-08-23,일,18:31,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-038,2026-08-23,일,12:59,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260823-039,2026-08-23,일,13:21,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260823-040,2026-08-23,일,12:31,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260823-041,2026-08-23,일,16:02,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260823-042,2026-08-23,일,13:51,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-043,2026-08-23,일,16:54,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260823-044,2026-08-23,일,18:26,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-045,2026-08-23,일,14:49,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260823-046,2026-08-23,일,13:56,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260823-046,2026-08-23,일,13:56,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260823-047,2026-08-23,일,13:47,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260823-048,2026-08-23,일,12:43,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260823-049,2026-08-23,일,12:51,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260823-050,2026-08-23,일,12:40,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260823-050,2026-08-23,일,12:40,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260823-051,2026-08-23,일,13:12,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260823-052,2026-08-23,일,13:13,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260823-053,2026-08-23,일,16:17,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260823-054,2026-08-23,일,18:21,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260823-055,2026-08-23,일,12:32,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260823-056,2026-08-23,일,15:54,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260823-057,2026-08-23,일,14:14,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260823-058,2026-08-23,일,18:30,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260823-059,2026-08-23,일,17:29,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260824-001,2026-08-24,월,15:02,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260824-002,2026-08-24,월,12:49,PN-101,sol diffuser,리빙·프래그런스,2,46000,92000
PN-260824-003,2026-08-24,월,13:39,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260824-004,2026-08-24,월,16:12,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260824-005,2026-08-24,월,15:31,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260824-006,2026-08-24,월,12:11,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260824-006,2026-08-24,월,12:11,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260824-007,2026-08-24,월,12:00,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260824-008,2026-08-24,월,14:05,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260824-009,2026-08-24,월,15:34,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260824-010,2026-08-24,월,18:48,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260824-011,2026-08-24,월,13:46,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260824-012,2026-08-24,월,13:25,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260824-013,2026-08-24,월,17:01,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260824-014,2026-08-24,월,12:21,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260824-014,2026-08-24,월,12:21,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260824-015,2026-08-24,월,12:39,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260824-015,2026-08-24,월,12:39,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260824-016,2026-08-24,월,15:51,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260824-017,2026-08-24,월,12:06,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260824-018,2026-08-24,월,14:37,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260824-019,2026-08-24,월,17:37,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260824-020,2026-08-24,월,15:36,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260824-021,2026-08-24,월,14:37,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260827-001,2026-08-27,목,17:41,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260827-002,2026-08-27,목,18:20,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-003,2026-08-27,목,17:21,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-003,2026-08-27,목,17:21,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260827-004,2026-08-27,목,16:00,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260827-005,2026-08-27,목,14:03,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260827-005,2026-08-27,목,14:03,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260827-006,2026-08-27,목,15:24,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260827-007,2026-08-27,목,12:56,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260827-007,2026-08-27,목,12:56,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260827-008,2026-08-27,목,15:52,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260827-009,2026-08-27,목,16:09,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260827-010,2026-08-27,목,16:44,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-011,2026-08-27,목,12:20,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260827-012,2026-08-27,목,17:44,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260827-012,2026-08-27,목,17:44,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260827-013,2026-08-27,목,15:49,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260827-014,2026-08-27,목,13:18,PN-101,sol diffuser,리빙·프래그런스,2,46000,92000
PN-260827-015,2026-08-27,목,13:02,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-015,2026-08-27,목,13:02,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260827-016,2026-08-27,목,16:56,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260827-017,2026-08-27,목,16:21,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260827-018,2026-08-27,목,14:42,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260827-019,2026-08-27,목,13:13,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-019,2026-08-27,목,13:13,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260827-020,2026-08-27,목,12:58,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260827-021,2026-08-27,목,16:06,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260827-022,2026-08-27,목,16:01,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-022,2026-08-27,목,16:01,PN-107,pattern mini glass,글라스웨어,2,15000,30000
PN-260827-023,2026-08-27,목,12:31,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-024,2026-08-27,목,13:25,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260827-025,2026-08-27,목,13:46,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-025,2026-08-27,목,13:46,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260827-026,2026-08-27,목,14:57,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260827-027,2026-08-27,목,17:32,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-027,2026-08-27,목,17:32,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260827-028,2026-08-27,목,13:27,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260828-001,2026-08-28,금,14:45,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260828-001,2026-08-28,금,14:45,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260828-002,2026-08-28,금,14:27,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260828-003,2026-08-28,금,18:16,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260828-004,2026-08-28,금,18:43,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260828-005,2026-08-28,금,16:34,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260828-006,2026-08-28,금,18:16,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260828-007,2026-08-28,금,14:02,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260828-007,2026-08-28,금,14:02,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260828-008,2026-08-28,금,13:22,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260828-009,2026-08-28,금,12:46,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260828-009,2026-08-28,금,12:46,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260828-010,2026-08-28,금,13:35,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260828-011,2026-08-28,금,12:14,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260828-011,2026-08-28,금,12:14,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260828-012,2026-08-28,금,12:52,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260828-012,2026-08-28,금,12:52,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260828-013,2026-08-28,금,17:59,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260828-014,2026-08-28,금,14:24,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260828-014,2026-08-28,금,14:24,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260828-015,2026-08-28,금,16:01,PN-107,pattern mini glass,글라스웨어,2,15000,30000
PN-260828-016,2026-08-28,금,13:44,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260828-016,2026-08-28,금,13:44,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260828-017,2026-08-28,금,14:52,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260828-018,2026-08-28,금,18:49,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260828-019,2026-08-28,금,14:52,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260828-020,2026-08-28,금,15:32,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260828-021,2026-08-28,금,14:48,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260828-021,2026-08-28,금,14:48,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260828-022,2026-08-28,금,15:25,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260828-022,2026-08-28,금,15:25,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260828-023,2026-08-28,금,18:13,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260828-024,2026-08-28,금,17:11,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260828-024,2026-08-28,금,17:11,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-001,2026-08-29,토,13:14,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-002,2026-08-29,토,18:36,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260829-003,2026-08-29,토,13:27,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-004,2026-08-29,토,14:36,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-004,2026-08-29,토,14:36,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-005,2026-08-29,토,17:01,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-006,2026-08-29,토,12:26,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-007,2026-08-29,토,12:54,PN-107,pattern mini glass,글라스웨어,2,15000,30000
PN-260829-008,2026-08-29,토,15:05,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
