주문번호,일자,요일,시각,주문유형,상품코드,상품명,분류,수량,단가,금액
OTW-260828-009,2026-08-28,금,12:31,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260828-009,2026-08-28,금,12:31,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260828-010,2026-08-28,금,12:34,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260828-011,2026-08-28,금,12:36,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-012,2026-08-28,금,12:37,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-013,2026-08-28,금,12:37,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,2,6500,13000
OTW-260828-014,2026-08-28,금,12:39,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260828-014,2026-08-28,금,12:39,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260828-015,2026-08-28,금,12:40,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260828-016,2026-08-28,금,12:40,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-016,2026-08-28,금,12:40,매장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260828-017,2026-08-28,금,12:42,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260828-018,2026-08-28,금,12:48,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260828-019,2026-08-28,금,12:53,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260828-020,2026-08-28,금,12:59,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260828-020,2026-08-28,금,12:59,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260828-021,2026-08-28,금,13:08,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260828-021,2026-08-28,금,13:08,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-022,2026-08-28,금,13:11,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260828-023,2026-08-28,금,13:28,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-023,2026-08-28,금,13:28,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260828-024,2026-08-28,금,13:28,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260828-025,2026-08-28,금,13:31,포장,OTW-E04,피스타치오 에그타르트,에그타르트,2,5800,11600
OTW-260828-025,2026-08-28,금,13:31,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260828-026,2026-08-28,금,13:34,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-026,2026-08-28,금,13:34,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260828-026,2026-08-28,금,13:34,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-027,2026-08-28,금,13:41,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-027,2026-08-28,금,13:41,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-028,2026-08-28,금,13:46,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-029,2026-08-28,금,13:53,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-029,2026-08-28,금,13:53,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-030,2026-08-28,금,13:56,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-030,2026-08-28,금,13:56,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260828-030,2026-08-28,금,13:56,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260828-031,2026-08-28,금,13:56,매장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260828-032,2026-08-28,금,13:57,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260828-032,2026-08-28,금,13:57,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260828-033,2026-08-28,금,13:58,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260828-033,2026-08-28,금,13:58,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260828-034,2026-08-28,금,14:01,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260828-034,2026-08-28,금,14:01,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260828-035,2026-08-28,금,14:07,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260828-036,2026-08-28,금,14:09,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260828-036,2026-08-28,금,14:09,매장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260828-037,2026-08-28,금,14:22,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260828-037,2026-08-28,금,14:22,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-038,2026-08-28,금,14:25,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260828-038,2026-08-28,금,14:25,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260828-038,2026-08-28,금,14:25,매장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260828-039,2026-08-28,금,14:26,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260828-040,2026-08-28,금,14:27,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260828-041,2026-08-28,금,14:27,매장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260828-041,2026-08-28,금,14:27,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-041,2026-08-28,금,14:27,매장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260828-042,2026-08-28,금,14:33,매장,OTW-T03,말차 타르트,타르트,2,9100,18200
OTW-260828-042,2026-08-28,금,14:33,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-043,2026-08-28,금,14:37,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260828-043,2026-08-28,금,14:37,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-044,2026-08-28,금,14:41,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-044,2026-08-28,금,14:41,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260828-045,2026-08-28,금,14:41,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-045,2026-08-28,금,14:41,매장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260828-045,2026-08-28,금,14:41,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260828-046,2026-08-28,금,14:49,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-046,2026-08-28,금,14:49,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-047,2026-08-28,금,14:56,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260828-048,2026-08-28,금,14:58,매장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260828-048,2026-08-28,금,14:58,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-048,2026-08-28,금,14:58,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-049,2026-08-28,금,14:58,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260828-049,2026-08-28,금,14:58,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-050,2026-08-28,금,15:04,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260828-051,2026-08-28,금,15:06,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260828-052,2026-08-28,금,15:11,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260828-052,2026-08-28,금,15:11,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260828-053,2026-08-28,금,15:12,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260828-053,2026-08-28,금,15:12,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260828-053,2026-08-28,금,15:12,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260828-054,2026-08-28,금,15:13,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260828-054,2026-08-28,금,15:13,포장,OTW-T03,말차 타르트,타르트,2,9100,18200
OTW-260828-054,2026-08-28,금,15:13,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260828-055,2026-08-28,금,15:23,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260828-055,2026-08-28,금,15:23,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-001,2026-08-29,토,12:03,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-001,2026-08-29,토,12:03,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-002,2026-08-29,토,12:03,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-003,2026-08-29,토,12:06,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260829-003,2026-08-29,토,12:06,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-004,2026-08-29,토,12:11,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-004,2026-08-29,토,12:11,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-005,2026-08-29,토,12:17,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-006,2026-08-29,토,12:20,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-006,2026-08-29,토,12:20,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-007,2026-08-29,토,12:24,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-008,2026-08-29,토,12:29,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-009,2026-08-29,토,12:29,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-009,2026-08-29,토,12:29,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-010,2026-08-29,토,12:31,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-011,2026-08-29,토,12:32,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260829-011,2026-08-29,토,12:32,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-012,2026-08-29,토,12:35,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-013,2026-08-29,토,12:37,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-013,2026-08-29,토,12:37,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-013,2026-08-29,토,12:37,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-014,2026-08-29,토,12:37,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260829-015,2026-08-29,토,12:39,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-016,2026-08-29,토,12:40,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-016,2026-08-29,토,12:40,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-016,2026-08-29,토,12:40,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-017,2026-08-29,토,12:41,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-018,2026-08-29,토,12:42,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-018,2026-08-29,토,12:42,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-019,2026-08-29,토,12:45,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260829-020,2026-08-29,토,12:45,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-020,2026-08-29,토,12:45,매장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-020,2026-08-29,토,12:45,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-021,2026-08-29,토,12:47,매장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260829-022,2026-08-29,토,12:49,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,2,9600,19200
OTW-260829-023,2026-08-29,토,12:49,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-023,2026-08-29,토,12:49,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-023,2026-08-29,토,12:49,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260829-024,2026-08-29,토,12:54,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-024,2026-08-29,토,12:54,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-024,2026-08-29,토,12:54,매장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260829-025,2026-08-29,토,12:55,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260829-025,2026-08-29,토,12:55,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-025,2026-08-29,토,12:55,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-026,2026-08-29,토,12:55,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-026,2026-08-29,토,12:55,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-027,2026-08-29,토,12:56,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-027,2026-08-29,토,12:56,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-027,2026-08-29,토,12:56,포장,OTW-E04,피스타치오 에그타르트,에그타르트,2,5800,11600
OTW-260829-028,2026-08-29,토,12:59,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260829-028,2026-08-29,토,12:59,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-029,2026-08-29,토,13:00,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-029,2026-08-29,토,13:00,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-030,2026-08-29,토,13:02,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-030,2026-08-29,토,13:02,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-030,2026-08-29,토,13:02,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-031,2026-08-29,토,13:03,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-031,2026-08-29,토,13:03,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-032,2026-08-29,토,13:04,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-032,2026-08-29,토,13:04,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-033,2026-08-29,토,13:05,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260829-033,2026-08-29,토,13:05,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260829-033,2026-08-29,토,13:05,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-034,2026-08-29,토,13:08,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-034,2026-08-29,토,13:08,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-035,2026-08-29,토,13:09,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-035,2026-08-29,토,13:09,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260829-036,2026-08-29,토,13:11,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260829-036,2026-08-29,토,13:11,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-037,2026-08-29,토,13:12,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260829-038,2026-08-29,토,13:14,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-039,2026-08-29,토,13:15,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260829-040,2026-08-29,토,13:15,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-040,2026-08-29,토,13:15,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260829-041,2026-08-29,토,13:15,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260829-042,2026-08-29,토,13:16,매장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260829-042,2026-08-29,토,13:16,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-043,2026-08-29,토,13:16,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-044,2026-08-29,토,13:28,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,2,6500,13000
OTW-260829-044,2026-08-29,토,13:28,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-045,2026-08-29,토,13:30,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-046,2026-08-29,토,13:30,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-046,2026-08-29,토,13:30,포장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-047,2026-08-29,토,13:30,매장,OTW-C01,오프더월 x 풀노리 옥수수 아이스크림,협업상품,1,6500,6500
OTW-260829-048,2026-08-29,토,13:31,포장,OTW-P01,아이스크림 파르페,디저트,2,8500,17000
OTW-260829-048,2026-08-29,토,13:31,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,1,9600,9600
OTW-260829-049,2026-08-29,토,13:32,매장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260829-050,2026-08-29,토,13:34,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-051,2026-08-29,토,13:35,매장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-051,2026-08-29,토,13:35,매장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260829-052,2026-08-29,토,13:38,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260829-053,2026-08-29,토,13:44,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-054,2026-08-29,토,13:45,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260829-054,2026-08-29,토,13:45,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-055,2026-08-29,토,13:45,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260829-056,2026-08-29,토,13:56,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-056,2026-08-29,토,13:56,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-056,2026-08-29,토,13:56,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-057,2026-08-29,토,13:58,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-058,2026-08-29,토,13:58,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-059,2026-08-29,토,13:59,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260829-059,2026-08-29,토,13:59,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-059,2026-08-29,토,13:59,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-060,2026-08-29,토,14:01,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260829-061,2026-08-29,토,14:04,포장,OTW-D01,옥수수 밀크티,음료,2,6500,13000
OTW-260829-061,2026-08-29,토,14:04,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260829-062,2026-08-29,토,14:04,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260829-062,2026-08-29,토,14:04,포장,OTW-P01,아이스크림 파르페,디저트,1,8500,8500
OTW-260829-063,2026-08-29,토,14:07,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-063,2026-08-29,토,14:07,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-064,2026-08-29,토,14:09,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-065,2026-08-29,토,14:20,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-066,2026-08-29,토,14:25,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-067,2026-08-29,토,14:29,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260829-067,2026-08-29,토,14:29,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260829-067,2026-08-29,토,14:29,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-068,2026-08-29,토,14:29,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-069,2026-08-29,토,14:29,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,2,5200,10400
OTW-260829-070,2026-08-29,토,14:35,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260829-071,2026-08-29,토,14:37,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-071,2026-08-29,토,14:37,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-072,2026-08-29,토,14:39,매장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260829-072,2026-08-29,토,14:39,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-073,2026-08-29,토,14:40,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-073,2026-08-29,토,14:40,포장,OTW-T04,자몽 망고 요거트 타르트,타르트,2,9600,19200
OTW-260829-074,2026-08-29,토,14:42,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-074,2026-08-29,토,14:42,매장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-075,2026-08-29,토,14:46,포장,OTW-E04,피스타치오 에그타르트,에그타르트,2,5800,11600
OTW-260829-075,2026-08-29,토,14:46,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,2,5500,11000
OTW-260829-076,2026-08-29,토,14:46,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-077,2026-08-29,토,14:47,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-078,2026-08-29,토,14:50,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-078,2026-08-29,토,14:50,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-078,2026-08-29,토,14:50,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260829-079,2026-08-29,토,14:50,매장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260829-080,2026-08-29,토,14:51,포장,OTW-T02,보늬밤 타르트,타르트,1,8500,8500
OTW-260829-080,2026-08-29,토,14:51,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-081,2026-08-29,토,14:51,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-082,2026-08-29,토,14:53,포장,OTW-E03,흑임자&산딸기 에그타르트,에그타르트,1,5500,5500
OTW-260829-082,2026-08-29,토,14:53,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260829-083,2026-08-29,토,14:53,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-084,2026-08-29,토,14:57,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,2,4800,9600
OTW-260829-085,2026-08-29,토,14:57,포장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260829-085,2026-08-29,토,14:57,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260829-085,2026-08-29,토,14:57,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
OTW-260829-086,2026-08-29,토,14:58,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-087,2026-08-29,토,15:00,포장,OTW-E02,강릉 감자&잠봉 에그타르트,에그타르트,1,5200,5200
OTW-260829-087,2026-08-29,토,15:00,포장,OTW-E01,강릉 옥수수 에그타르트,에그타르트,1,4800,4800
OTW-260829-088,2026-08-29,토,15:01,매장,OTW-T01,옥수수 타르트,타르트,2,8500,17000
OTW-260829-088,2026-08-29,토,15:01,매장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-089,2026-08-29,토,15:01,포장,OTW-T01,옥수수 타르트,타르트,1,8500,8500
OTW-260829-089,2026-08-29,토,15:01,포장,OTW-T03,말차 타르트,타르트,1,9100,9100
OTW-260829-090,2026-08-29,토,15:04,포장,OTW-E04,피스타치오 에그타르트,에그타르트,1,5800,5800
OTW-260829-090,2026-08-29,토,15:04,포장,OTW-D01,옥수수 밀크티,음료,1,6500,6500
